,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1,0,3.703284416,3.613678665,3.792697183,3.833694163,3.909231466,3.040901086,3.816705374,2.362513846,3.030126277,3.513163748,1.96511468,1.681839619,3.667190923,3.170693976,3.703284416,3.3879364,2.669836168,3.162101769,3.395825658,3.689789148,3.774269541,4.000333308,2.010667547,3.187263315,2.378109439,2.875227114,3.284063713,3.678228995,3.784233058,3.656154231,3.450058461,3.290959856,3.162101769
2,3.533201948,0,3.686169126,3.589846179,3.659972895,3.935267227,3.074873601,3.597650003,2.473309204,3.066407677,3.640138497,1.644655276,1.577106533,3.71783529,3.124180316,3.782692266,3.334638296,2.484305885,3.217904071,3.41400272,3.765595541,3.798875366,3.971590016,1.873478395,2.832255889,1.785688577,2.570565417,2.9388443,3.661014957,3.868072759,3.714815856,3.388144099,3.224649567,3.217904071
3,3.537926434,3.777498435,0,3.616517352,3.687909111,3.945959791,3.074748671,3.596425694,2.419027804,3.058840103,3.613089975,1.706584799,1.651201324,3.719202807,3.170105783,3.777498435,3.290430844,2.652065075,3.211623175,3.436340836,3.767128638,3.810378615,3.981432604,2.02698134,2.869706676,1.866454906,2.628435006,2.971888851,3.662063224,3.848613083,3.671114177,3.365045315,3.207532769,3.211623175
4,3.156121348,3.161254123,3.1611953,0,3.636379536,3.748306161,3.430105627,3.980719902,3.176720951,3.378888467,3.895316818,1.90242767,1.67080077,3.501114478,2.670837316,3.161254123,3.768084276,3.170458645,3.654054709,2.873504406,3.272200374,3.47376595,3.982929231,1.577262375,3.149775834,2.2157731,3.280196806,3.917975432,3.58093827,3.98664313,3.998302388,3.69704386,3.452231141,3.654054709
5,2.397150954,3.331670487,3.203225481,4.06549772,0,3.754035221,3.313694915,3.910416067,3.007217388,3.277659223,3.836197104,1.874620228,1.240690881,3.36465708,2.747217566,3.331670487,3.614861669,1.892418255,3.434297539,3.024521025,3.341039491,3.381987041,4.053064613,1.279837096,2.716728236,2.04951448,2.699684807,3.969959404,3.334351226,4.047987666,4.084045293,3.582796584,3.408909786,3.434297539
6,3.076126427,3.59855654,3.498235837,3.920600017,3.649497745,0,3.346154501,3.67833179,3.113074209,3.291734757,3.824654183,1.911271058,1.283632663,3.632980425,2.868533406,3.59855654,3.595779631,2.328403949,3.575462321,3.173746314,3.609078629,3.626686403,3.980601277,1.366865298,2.860914479,1.801847447,2.724842163,3.630691562,3.582005989,3.9391135,3.884451069,3.580784839,3.306834897,3.575462321
7,2.855324748,3.145848301,3.079026331,4.020709399,3.747870594,3.782447633,0,3.956798463,2.501846168,3.049988808,3.714861258,2.044385045,2.072870364,3.457552974,2.948351073,3.145848301,3.378986294,2.808444601,3.147638141,3.037836155,3.238616797,3.64422086,3.997796783,2.063253039,3.220273941,2.412688575,2.820479983,3.475996296,3.541759582,3.994155261,4.065982055,3.439038852,3.476367344,3.147638141
8,3.169921446,3.095943559,3.027900758,3.991467079,3.654632437,3.627276949,3.41582902,0,3.186960414,3.363321008,3.871286859,2.017555323,1.535199213,3.278391941,2.689607145,3.095943559,3.755121766,2.682444676,3.655889958,2.857761822,3.145941891,3.199449286,3.981701598,1.495635967,3.134523775,2.343589335,3.540090466,3.935528072,3.354749542,3.979518194,3.987854231,3.692644903,3.485124032,3.655889958
9,2.514932335,2.760661284,2.659900361,4.073057178,3.802086961,3.937747388,2.870027904,4.077622004,0,2.874259129,3.701867511,2.125222788,2.277674817,3.435237196,2.886007534,2.760661284,3.425722334,2.34144583,2.797695379,2.820245899,2.902858952,3.554482465,4.063771172,2.369096734,3.102069237,2.116318438,2.09867385,3.555626486,3.494697152,4.06576965,4.13416797,3.38439702,3.564263732,2.797695379
10,2.839207212,3.134564953,3.061522345,4.027432205,3.77322517,3.763943839,3.066965719,3.947858925,2.502969084,0,3.712329868,2.030095309,2.051764662,3.426557288,2.950339591,3.134564953,3.363959901,2.783340685,3.132920328,3.034409138,3.210438915,3.611440837,4.006288631,2.056564814,3.177735085,2.389955844,2.762370666,3.46494899,3.537230199,4.000827711,4.073677994,3.424667811,3.479934581,3.132920328
11,3.131244786,3.100217309,3.047781611,4.009282154,3.564276181,3.818774661,3.333588626,3.977503329,2.997482284,3.284799987,0,1.959837835,1.971503334,3.538651109,2.716264573,3.100217309,3.625987569,2.825584737,3.496863322,2.861804634,3.211233723,3.625853773,3.951837125,1.524533585,3.327957642,2.384848684,3.233878633,3.814822567,3.575613206,3.968797805,4.016949756,3.606106833,3.486588093,3.496863322
12,2.88900342,3.34693917,3.242490573,4.055866335,4.069794361,3.470555263,2.784684852,3.80096676,2.217862706,2.816428367,3.361059929,0,2.359020355,3.24984078,3.3261662,3.34693917,2.865345238,2.780903843,2.683799968,3.32183805,3.31417712,3.275166223,4.069971355,2.883872027,2.952756588,2.274963651,2.360800659,3.296897271,3.382988362,4.110449482,3.883208213,3.079516537,3.448720686,2.683799968
13,3.448264632,3.600982444,3.491427545,3.478691167,4.123856001,4.059443327,2.845694211,3.682093501,2.263906937,2.875151308,3.02763732,2.240138709,0,3.655034441,3.518153778,3.600982444,2.864564176,2.988511007,2.722396123,3.574096463,3.624410894,3.94495232,4.124239005,2.75045657,3.01786209,2.391196044,2.536744069,2.802916719,3.683564084,3.589602804,3.140154632,3.029658101,2.961564916,2.722396123
14,3.320721044,3.68688343,3.589313009,3.82549166,3.69282129,3.928960682,3.233175636,3.609216943,2.859853113,3.186096189,3.736035921,1.888927726,1.547842418,0,3.065385125,3.68688343,3.475832804,2.574460011,3.447358333,3.304863754,3.673549466,3.737548228,3.98711771,1.89605178,2.914869887,1.868227027,2.729288627,3.359087655,3.628339773,3.892029071,3.79562901,3.488825719,3.28341631,3.447358333
15,3.11078234,3.577874616,3.4277948,3.703561667,3.885191239,3.890524609,3.03362882,3.608944612,2.520486509,3.018718907,3.578874687,1.76089421,1.605657932,3.460110728,0,3.577874616,3.205757728,2.153076085,3.078574374,3.326956018,3.555743493,3.653051234,4.022115278,1.951994571,2.55591954,1.929687897,2.074103367,2.92462167,3.425842113,3.881352661,3.836655977,3.255634286,3.231987025,3.078574374
16,3.533201948,3.782692266,3.686169126,3.589846179,3.659972895,3.935267227,3.074873601,3.597650003,2.473309204,3.066407677,3.640138497,1.644655276,1.577106533,3.71783529,3.124180316,0,3.334638296,2.484305885,3.217904071,3.41400272,3.765595541,3.798875366,3.971590016,1.873478395,2.832255889,1.785688577,2.570565417,2.9388443,3.661014957,3.868072759,3.714815856,3.388144099,3.224649567,3.217904071
17,3.255920104,3.24841501,3.183925717,3.961692255,3.682268739,3.705399133,3.234790479,3.963032476,2.856432034,3.199252537,3.706042655,2.15933336,2.080218764,3.499294511,2.90840283,3.24841501,0,2.98635279,3.367561707,3.038013264,3.333763751,3.401426619,3.97769891,1.959939943,3.286105049,2.417842976,3.19953919,3.60211619,3.614082334,3.936210589,3.999123191,3.550616477,3.41462632,3.367561707
18,3.488608438,3.689540644,3.604861918,3.859721978,3.938580034,4.001389322,3.026263244,3.583506094,2.283856703,3.02687479,3.461635412,1.981121959,1.985420823,3.730469372,3.403232484,3.689540644,3.214519705,0,3.104393312,3.525283666,3.697000695,3.922933155,4.046802842,2.865498451,3.118599415,2.117000199,2.80552772,3.009647859,3.72078594,3.758460037,3.410308176,3.278803271,3.188487764,3.104393312
19,3.074497971,3.240621411,3.199675382,3.987476215,3.63078499,3.829451442,3.090898862,3.981611058,2.459757071,3.070430669,3.694988622,2.090116073,2.162830746,3.597322315,2.940700474,3.240621411,3.425299227,2.970007142,0,3.056798599,3.348832562,3.790750008,3.941974178,2.081257543,3.38398249,2.478379622,3.086498674,3.421854247,3.655779705,3.960339287,4.022060729,3.524524308,3.480164463,3.225444076
20,3.324037793,3.695874149,3.579996896,3.624337911,3.787334727,3.921396663,3.059137419,3.583321713,2.500133161,3.041243192,3.603640945,1.712838068,1.583993117,3.593497385,3.154682156,3.695874149,3.241642121,2.255777706,3.129133312,0,3.683575266,3.734309961,3.998986705,1.928906106,2.636450673,1.869652722,2.272075362,2.885085499,3.533483189,3.857892272,3.770194901,3.329070081,3.210752094,3.129133312
21,3.483651366,3.763815069,3.677005124,3.67165548,3.673202956,3.938906582,3.145931497,3.611772532,2.556937835,3.108469771,3.677796317,1.7157781,1.563636048,3.704666347,3.123391313,3.763815069,3.400774107,2.55092323,3.300219864,3.397058021,0,3.788029412,3.980840541,1.885044886,2.849206225,1.836873703,2.661103969,3.098467304,3.656693408,3.867156683,3.741338366,3.411898307,3.226233437,3.300219864
22,3.45386909,3.765071298,3.634084928,3.86842048,3.65663856,3.927315306,3.297735079,3.546723765,2.946557204,3.248815631,3.76060476,1.905280033,1.347793281,3.639903352,3.055414212,3.765071298,3.422649845,2.259559635,3.552369217,3.372266087,3.734066652,0,3.972418776,1.825950756,2.691098439,1.651039796,2.432351772,3.364983866,3.559359032,3.89088406,3.816120749,3.481302647,3.238851524,3.552369217
23,2.872733822,3.548416861,3.442441022,3.991111285,3.639067926,3.834836338,3.4263547,3.97260293,3.175027188,3.371101039,3.887556306,1.874591076,1.240435544,3.583596461,2.747291882,3.548416861,3.765076535,2.303014425,3.627651048,3.069546154,3.558433144,3.578364234,0,1.279426863,3.011200862,2.048830395,3.044531737,3.941746451,3.565216329,3.982702453,3.999981973,3.714798791,3.361276949,3.627651048
24,3.313906891,3.652166797,3.357595107,3.342344155,4.148760258,4.068992467,2.750972316,3.409596927,2.315584861,2.773610537,3.377075009,1.670050907,1.84015978,3.346050735,3.428237641,3.652166797,2.832131413,1.753220311,2.674146022,3.523255972,3.577894544,3.689310006,4.149396006,0,2.038151346,1.618431117,1.589051047,2.167207463,3.321563276,3.815742887,3.628754948,3.008952131,3.080150025,2.674146022
25,3.119532831,3.509236076,3.410923376,4.000489086,3.932098112,3.821254246,3.129043236,3.746733333,2.647333408,3.097885884,3.709385432,1.965835198,1.968888636,3.54319844,3.203331804,3.509236076,3.378857017,2.992367789,3.332517517,3.317558399,3.510726119,3.695267062,4.069452623,2.762437423,0,2.317677259,2.95421403,3.475653927,3.559655326,4.003585965,3.984278559,3.413944706,3.464648628,3.332517517
26,2.708501191,3.248140521,3.13301389,3.949144734,4.162202966,3.755230175,2.87632857,3.844552319,2.216898096,2.889170812,3.404673912,2.239475531,2.258315465,3.36967917,3.274061178,3.248140521,3.025816443,2.682741977,2.849218699,3.242930458,3.246227827,3.52600539,4.164162509,2.919192095,2.799138042,0,2.263729743,3.372687968,3.403860613,3.962957214,3.822830699,3.155431056,3.538208725,2.849218699
27,3.43260774,3.610835947,3.519583903,3.817739349,3.832004348,3.906682343,3.0603839,3.984766296,2.211369905,3.045079804,3.539025382,2.23987612,2.286598783,3.660399705,3.402375471,3.610835947,3.365102613,3.182600593,3.189873542,3.475663286,3.612785741,3.830524573,4.014527475,2.952904748,3.288179647,2.397897796,0,3.474689631,3.680307192,3.840272449,3.760338266,3.472412007,3.266716528,3.189873542
